Latitude,Longitude,지역별 겨래량,법정동주소
37.4697973,129.1179867,19,강원특별자치도 동해시 단봉동
37.4928335,129.0998411,589,강원특별자치도 동해시 동회동
37.5555703,129.1144001,79,강원특별자치도 동해시 묵호진동
37.5512645,129.0954891,329,강원특별자치도 동해시 발한동
37.5379354,129.0927233,356,강원특별자치도 동해시 부곡동
37.4732757,129.1224957,212,강원특별자치도 동해시 북평동
37.4940372,129.1257708,12,강원특별자치도 동해시 송정동
37.4784901,129.0756032,166,강원특별자치도 동해시 쇄운동
37.5068432,129.1199073,71,강원특별자치도 동해시 용정동
37.4784048,129.1054035,451,강원특별자치도 동해시 이도동
37.4974734,129.0540396,83,강원특별자치도 동해시 이로동
37.5205344,129.0986242,1339,강원특별자치도 동해시 천곡동
37.5319136,129.0996014,436,강원특별자치도 동해시 평릉동
37.4977635,129.1095263,166,강원특별자치도 동해시 효가동
37.4645867,129.1634116,77,강원특별자치도 삼척시 갈천동
37.4289361,129.1476723,40,강원특별자치도 삼척시 건지동
37.4545719,129.1740938,698,강원특별자치도 삼척시 교동
37.3758664,129.2276536,14,강원특별자치도 삼척시 근덕면 교가리
37.4208396,129.1703619,188,강원특별자치도 삼척시 남양동
37.4460141,129.1612345,16,강원특별자치도 삼척시 당저동
37.2310597,129.0577581,43,강원특별자치도 삼척시 도계읍 도계리
37.2320115,129.0376105,6,강원특별자치도 삼척시 도계읍 전두리
37.4531546,129.1559572,100,강원특별자치도 삼척시 마달동
37.4262365,129.1703431,35,강원특별자치도 삼척시 사직동
37.4435514,129.1568682,8,강원특별자치도 삼척시 성북동
37.4423213,129.1502818,97,강원특별자치도 삼척시 원당동
37.19665,129.3164709,4,강원특별자치도 삼척시 원덕읍 옥원리
37.2406326,129.3128843,13,강원특별자치도 삼척시 원덕읍 임원리
37.177717,129.3407441,8,강원특별자치도 삼척시 원덕읍 호산리
37.4392596,129.1784042,1260,강원특별자치도 삼척시 정상동
38.2019034,128.5739049,2733,강원특별자치도 속초시 교동
38.2100462,128.5794728,388,강원특별자치도 속초시 금호동
38.1706023,128.5335648,3,강원특별자치도 속초시 대포동
38.2113386,128.5916408,275,강원특별자치도 속초시 동명동
38.1626862,128.4849533,27,강원특별자치도 속초시 설악동
38.21579,128.5928384,166,강원특별자치도 속초시 영랑동
38.2141071,128.5579233,33,강원특별자치도 속초시 장사동
38.1855274,128.5830177,2678,강원특별자치도 속초시 조양동
38.2063587,128.5892691,11,강원특별자치도 속초시 중앙동
38.2026567,128.5844839,19,강원특별자치도 속초시 청학동
38.1951876,128.5962751,131,강원특별자치도 속초시 청호동
38.1040437,127.9864059,211,강원특별자치도 양구군 양구읍 상리
38.0960334,127.9745089,293,강원특별자치도 양구군 양구읍 정림리
38.1085129,127.9891278,21,강원특별자치도 양구군 양구읍 중리
38.154596,128.5881296,19,강원특별자치도 양양군 강현면 강선리
38.1409839,128.6068704,81,강원특별자치도 양양군 강현면 정암리
38.0598128,128.6423092,99,강원특별자치도 양양군 손양면 하왕도리
38.089457,128.5864589,27,강원특별자치도 양양군 양양읍 거마리
38.0793447,128.619973,84,강원특별자치도 양양군 양양읍 구교리
38.0838178,128.6053465,126,강원특별자치도 양양군 양양읍 내곡리
38.0723602,128.6139506,100,강원특별자치도 양양군 양양읍 서문리
38.0783816,128.61701,20,강원특별자치도 양양군 양양읍 성내리
38.0879626,128.6334497,19,강원특별자치도 양양군 양양읍 송암리
38.0806839,128.6290443,32,강원특별자치도 양양군 양양읍 연창리
38.0616616,128.6215764,119,강원특별자치도 양양군 양양읍 월리
38.0885967,128.6202301,54,강원특별자치도 양양군 양양읍 청곡리
37.9566563,128.7670485,108,강원특별자치도 양양군 현남면 광진리
37.9397818,128.7781586,17,강원특별자치도 양양군 현남면 남애리
38.0098472,128.7266986,40,강원특별자치도 양양군 현북면 기사문리
38.027367,128.7067254,136,강원특별자치도 양양군 현북면 중광정리
37.1761325,128.4868139,97,강원특별자치도 영월군 영월읍 덕포리
37.1888264,128.4403814,40,강원특별자치도 영월군 영월읍 방절리
37.2026799,128.4715718,153,강원특별자치도 영월군 영월읍 영흥리
37.1780092,128.4588822,469,강원특별자치도 영월군 영월읍 하송리
37.2671821,128.2876454,7,강원특별자치도 영월군 주천면 주천리
37.2377261,128.3227771,2,강원특별자치도 영월군 한반도면 신천리
37.3382632,127.9559957,862,강원특별자치도 원주시 개운동
37.3173707,127.9821017,1036,강원특별자치도 원주시 관설동
37.3525297,127.9300719,3014,강원특별자치도 원주시 단계동
37.3242021,127.9568035,4265,강원특별자치도 원주시 단구동
37.3346798,127.9438351,2289,강원특별자치도 원주시 명륜동
37.3273165,127.9206605,2382,강원특별자치도 원주시 무실동
37.3162611,127.8333974,795,강원특별자치도 원주시 문막읍 건등리
37.3264572,127.8461587,457,강원특별자치도 원주시 문막읍 동화리
37.2972231,127.7783226,12,강원특별자치도 원주시 문막읍 반계리
37.2909617,127.8183428,47,강원특별자치도 원주시 문막읍 포진리
37.3244232,127.9908383,1912,강원특별자치도 원주시 반곡동
37.3547118,127.9759728,441,강원특별자치도 원주시 봉산동
37.4122498,127.9624582,235,강원특별자치도 원주시 소초면 장양리
37.3800563,127.9330621,904,강원특별자치도 원주시 우산동
37.3441779,127.9477131,624,강원특별자치도 원주시 원동
37.34818,127.9433454,427,강원특별자치도 원주시 일산동
37.3604651,127.9474366,14,강원특별자치도 원주시 중앙동
37.3675803,127.8699086,1717,강원특별자치도 원주시 지정면 가곡리
37.3793844,127.9569719,3067,강원특별자치도 원주시 태장동
37.2814009,127.9450093,457,강원특별자치도 원주시 판부면 서곡리
37.3551331,127.940543,223,강원특별자치도 원주시 학성동
37.3438799,128.0019327,1040,강원특별자치도 원주시 행구동
37.3583671,127.9060502,24,강원특별자치도 원주시 호저면 만종리
37.259809,127.911492,473,강원특별자치도 원주시 흥업면 매지리
37.3292768,127.8858854,41,강원특별자치도 원주시 흥업면 사제리
37.2990621,127.9141657,276,강원특별자치도 원주시 흥업면 흥업리
37.948639,128.3172237,17,강원특별자치도 인제군 기린면 현리
37.9763688,128.0820625,23,강원특별자치도 인제군 남면 신남리
38.1323492,128.2292072,129,강원특별자치도 인제군 북면 원통리
38.2264721,128.2324778,14,강원특별자치도 인제군 서화면 천도리
38.0771327,128.1436063,53,강원특별자치도 인제군 인제읍 남북리
38.0894507,128.2020866,39,강원특별자치도 인제군 인제읍 덕산리
38.0736804,128.1695345,74,강원특별자치도 인제군 인제읍 상동리
38.0912339,128.1747941,13,강원특별자치도 인제군 인제읍 합강리
37.1922511,128.8706731,69,강원특별자치도 정선군 고한읍 고한리
37.2520769,128.7817425,173,강원특별자치도 정선군 남면 무릉리
37.2534286,128.726245,75,강원특별자치도 정선군 남면 문곡리
37.2220583,128.8218722,330,강원특별자치도 정선군 사북읍 사북리
37.207024,128.676143,31,강원특별자치도 정선군 신동읍 조동리
37.4624004,128.7244295,2,강원특별자치도 정선군 여량면 여량리
37.4839611,128.8501199,13,강원특별자치도 정선군 임계면 봉산리
37.4973474,128.846014,11,강원특별자치도 정선군 임계면 송계리
37.390806,128.6392741,6,강원특별자치도 정선군 정선읍 봉양리
37.3624574,128.6483398,246,강원특별자치도 정선군 정선읍 북실리
37.3873252,128.6859393,6,강원특별자치도 정선군 정선읍 애산리
38.1592359,127.297865,78,강원특별자치도 철원군 갈말읍 군탄리
38.1285213,127.341546,17,강원특별자치도 철원군 갈말읍 신철원리
38.1387257,127.2981953,135,강원특별자치도 철원군 갈말읍 지포리
38.2211325,127.2373238,48,강원특별자치도 철원군 동송읍 오덕리
38.1956035,127.214594,169,강원특별자치도 철원군 동송읍 이평리
38.2363625,127.4398667,21,강원특별자치도 철원군 서면 와수리
38.2234259,127.2071808,65,강원특별자치도 철원군 철원읍 화지리
37.8846917,127.7146857,532,강원특별자치도 춘천시 근화동
37.776776,127.6341486,64,강원특별자치도 춘천시 남산면 창촌리
37.8594804,127.7837564,717,강원특별자치도 춘천시 동내면 거두리
37.8516285,127.775958,17,강원특별자치도 춘천시 동내면 신촌리
37.8257388,127.7558347,10,강원특별자치도 춘천시 동내면 학곡리
37.8784388,127.7784715,654,강원특별자치도 춘천시 동면 만천리
37.9053208,127.7601752,550,강원특별자치도 춘천시 동면 장학리
37.9169518,127.779076,25,강원특별자치도 춘천시 동면 지내리
37.886363,127.7309483,2,강원특별자치도 춘천시 봉의동
37.9148987,127.7227653,710,강원특별자치도 춘천시 사농동
37.867791,127.6973391,45,강원특별자치도 춘천시 삼천동
37.858413,127.7508221,2852,강원특별자치도 춘천시 석사동
37.8869659,127.7260212,539,강원특별자치도 춘천시 소양로2가
37.9410943,127.7903927,325,강원특별자치도 춘천시 신북읍 천전리
37.8741525,127.7253092,165,강원특별자치도 춘천시 약사동
37.8611986,127.7156856,827,강원특별자치도 춘천시 온의동
37.8829953,127.7276103,128,강원특별자치도 춘천시 요선동
37.9063707,127.7372628,958,강원특별자치도 춘천시 우두동
37.8770351,127.7323426,8,강원특별자치도 춘천시 운교동
37.8797637,127.7303082,17,강원특별자치도 춘천시 조양동
37.8772853,127.7265091,57,강원특별자치도 춘천시 죽림동
37.8443022,127.6993282,469,강원특별자치도 춘천시 칠전동
37.8539506,127.7315342,4010,강원특별자치도 춘천시 퇴계동
37.8704329,127.7377902,792,강원특별자치도 춘천시 효자동
37.8826435,127.7485821,4668,강원특별자치도 춘천시 후평동
37.0911189,129.0487802,139,강원특별자치도 태백시 동점동
37.1205516,128.9914767,64,강원특별자치도 태백시 문곡동
37.1225804,128.9502692,57,강원특별자치도 태백시 소도동
37.0989009,128.9937373,36,강원특별자치도 태백시 장성동
37.1252019,129.0587813,17,강원특별자치도 태백시 철암동
37.1990314,128.9464211,178,강원특별자치도 태백시 화전동
37.1712746,128.9669333,2017,강원특별자치도 태백시 황지동
37.6272812,128.7039204,106,강원특별자치도 평창군 대관령면 수하리
37.6386038,128.6625404,21,강원특별자치도 평창군 대관령면 용산리
37.7176668,128.6753804,140,강원특별자치도 평창군 대관령면 차항리
37.7099183,128.7176602,692,강원특별자치도 평창군 대관령면 횡계리
37.5048669,128.4671105,24,강원특별자치도 평창군 대화면 대화리
37.3396759,128.4948735,15,강원특별자치도 평창군 미탄면 창리
37.6037604,128.3210882,215,강원특별자치도 평창군 봉평면 무이리
37.6118996,128.3758853,41,강원특별자치도 평창군 봉평면 창동리
37.6225724,128.5747615,270,강원특별자치도 평창군 진부면 송정리
37.6386536,128.5377634,102,강원특별자치도 평창군 진부면 하진부리
37.3504216,128.3999456,29,강원특별자치도 평창군 평창읍 종부리
37.4035469,128.417167,14,강원특별자치도 평창군 평창읍 주진리
37.3728454,128.4052788,70,강원특별자치도 평창군 평창읍 중리
37.3662075,128.3981166,21,강원특별자치도 평창군 평창읍 천변리
37.3668442,128.3827286,35,강원특별자치도 평창군 평창읍 하리
37.615778,127.772086,5,강원특별자치도 홍천군 남면 양덕원리
37.704929,127.8953907,731,강원특별자치도 홍천군 홍천읍 갈마곡리
37.6898913,127.887952,535,강원특별자치도 홍천군 홍천읍 연봉리
37.6920412,127.890886,6,강원특별자치도 홍천군 홍천읍 진리
37.6704212,127.8412847,140,강원특별자치도 홍천군 홍천읍 하오안리
37.6995714,127.8821936,286,강원특별자치도 홍천군 홍천읍 희망리
38.0777327,127.519277,29,강원특별자치도 화천군 사내면 사창리
38.0819313,127.7114868,48,강원특별자치도 화천군 하남면 용암리
38.0880571,127.7194958,47,강원특별자치도 화천군 하남면 위라리
38.110328,127.6907027,11,강원특별자치도 화천군 화천읍 상리
38.1700928,127.7093384,25,강원특별자치도 화천군 화천읍 신읍리
38.1041615,127.7282288,13,강원특별자치도 화천군 화천읍 아리
38.1175251,127.7190584,8,강원특별자치도 화천군 화천읍 중리
37.5096339,128.2004115,125,강원특별자치도 횡성군 둔내면 둔방내리
37.5150926,128.234077,30,강원특별자치도 횡성군 둔내면 자포곡리
37.4846133,127.980638,115,강원특별자치도 횡성군 횡성읍 교항리
37.5004492,127.9919037,111,강원특별자치도 횡성군 횡성읍 북천리
37.487276,127.9901577,49,강원특별자치도 횡성군 횡성읍 읍상리
37.493322,127.9810925,325,강원특별자치도 횡성군 횡성읍 읍하리
37.4790576,127.9846037,50,강원특별자치도 횡성군 횡성읍 입석리
37.8108063,127.521086,60,경기도 가평군 가평읍 달전리
37.8229827,127.5034152,213,경기도 가평군 가평읍 대곡리
37.8398408,127.5175054,271,경기도 가평군 가평읍 읍내리
37.7653231,127.3985035,2,경기도 가평군 상면 덕현리
37.6874418,127.4882427,205,경기도 가평군 설악면 선촌리
37.6685086,127.4860673,15,경기도 가평군 설악면 신천리
37.820566,127.3467652,11,경기도 가평군 조종면 현리
37.7370004,127.4190182,434,경기도 가평군 청평면 청평리
37.707155,126.8987534,1524,경기도 고양시 덕양구 고양동
37.7016057,126.8623293,659,경기도 고양시 덕양구 관산동
37.5842241,126.8660251,179,경기도 고양시 덕양구 덕은동
37.6253741,126.8626625,951,경기도 고양시 덕양구 도내동
37.6419835,126.8959934,326,경기도 고양시 덕양구 동산동
37.6516035,126.8879992,522,경기도 고양시 덕양구 삼송동
37.6506105,126.8479415,2522,경기도 고양시 덕양구 성사동
37.6716526,126.880044,933,경기도 고양시 덕양구 신원동
37.6480647,126.8711876,353,경기도 고양시 덕양구 원흥동
37.661171,126.8271613,699,경기도 고양시 덕양구 주교동
37.6666952,126.9380146,275,경기도 고양시 덕양구 지축동
37.6232163,126.8123417,1228,경기도 고양시 덕양구 토당동
37.6195798,126.840709,7790,경기도 고양시 덕양구 행신동
37.5999345,126.8932203,409,경기도 고양시 덕양구 향동동
37.6373655,126.8346762,5816,경기도 고양시 덕양구 화정동
37.6591262,126.78344,2596,경기도 고양시 일산동구 마두동
37.6416766,126.789328,2309,경기도 고양시 일산동구 백석동
37.6970653,126.8416053,289,경기도 고양시 일산동구 사리현동
37.702567,126.7956664,83,경기도 고양시 일산동구 성석동
37.6789852,126.8139164,2219,경기도 고양시 일산동구 식사동
37.6477698,126.7587811,996,경기도 고양시 일산동구 장항동
37.6859281,126.784798,3021,경기도 고양시 일산동구 중산동
37.6674692,126.7983103,2603,경기도 고양시 일산동구 풍동
37.6911474,126.7204843,1318,경기도 고양시 일산서구 가좌동
37.6755299,126.7491618,1951,경기도 고양시 일산서구 대화동
37.6958453,126.7436838,1863,경기도 고양시 일산서구 덕이동
37.6833164,126.7700038,7378,경기도 고양시 일산서구 일산동
37.6712757,126.7618949,5419,경기도 고양시 일산서구 주엽동
37.6977493,126.7687793,5514,경기도 고양시 일산서구 탄현동
37.4154321,126.9794289,69,경기도 과천시 갈현동
37.4278203,126.9956643,572,경기도 과천시 별양동
37.4353247,126.9989104,449,경기도 과천시 부림동
37.421683,126.9916455,896,경기도 과천시 원문동
37.4339806,126.9769343,348,경기도 과천시 중앙동
37.4717061,126.8526377,2499,경기도 광명시 광명동
37.4397486,126.881855,1985,경기도 광명시 소하동
37.4212396,126.886224,474,경기도 광명시 일직동
37.479417,126.8689233,5547,경기도 광명시 철산동
37.4590598,126.8698947,7260,경기도 광명시 하안동
37.4104911,127.2528351,267,경기도 광주시 경안동
37.4286243,127.2563835,343,경기도 광주시 고산동
37.3433355,127.3500903,434,경기도 광주시 곤지암읍 곤지암리
37.3511188,127.3215249,529,경기도 광주시 곤지암읍 삼리
37.3496999,127.1671923,350,경기도 광주시 능평동
37.3198898,127.343175,124,경기도 광주시 도척면 진우리
37.4286243,127.2563835,99,경기도 광주시 매산동
37.4340242,127.2157401,89,경기도 광주시 목현동
37.4286243,127.2563835,362,경기도 광주시 문형동
37.4161522,127.1996397,126,경기도 광주시 삼동
37.4243608,127.2527969,678,경기도 광주시 송정동
37.3651189,127.1585978,889,경기도 광주시 신현동
37.4025193,127.2710185,909,경기도 광주시 쌍령동
37.3789917,127.2594064,1136,경기도 광주시 양벌동
37.4016771,127.2525928,396,경기도 광주시 역동
37.397686,127.2379395,216,경기도 광주시 장지동
37.3860147,127.282909,284,경기도 광주시 초월읍 대쌍령리
37.3977599,127.2968917,499,경기도 광주시 초월읍 도평리
37.3570542,127.3002177,467,경기도 광주시 초월읍 산이리
37.3686342,127.2910966,668,경기도 광주시 초월읍 쌍동리
37.3814388,127.3058146,33,경기도 광주시 초월읍 용수리
37.4175028,127.2892344,203,경기도 광주시 초월읍 지월리
37.4286243,127.2563835,79,경기도 광주시 추자동
37.4174818,127.236409,1020,경기도 광주시 탄벌동
37.3892159,127.2206166,2384,경기도 광주시 태전동
37.4400191,127.243507,186,경기도 광주시 회덕동
37.6328602,127.1174649,755,경기도 구리시 갈매동
37.5908684,127.1249542,1747,경기도 구리시 교문동
37.5945969,127.1489217,2438,경기도 구리시 수택동
37.6073559,127.1315739,4753,경기도 구리시 인창동
37.579275,127.1485268,822,경기도 구리시 토평동
37.3604698,126.9398315,4422,경기도 군포시 금정동
37.3484693,126.9411853,2735,경기도 군포시 당동
37.3518541,126.9539012,1002,경기도 군포시 당정동
37.3293308,126.918427,469,경기도 군포시 대야미동
37.3126264,126.922776,155,경기도 군포시 도마교동
37.3204807,126.951789,578,경기도 군포시 부곡동
37.3611337,126.9228713,9617,경기도 군포시 산본동
37.6255028,126.6936801,1889,경기도 김포시 감정동
37.64076,126.7154227,646,경기도 김포시 걸포동
37.6017974,126.7743732,2039,경기도 김포시 고촌읍 신곡리
37.596284,126.7469961,100,경기도 김포시 고촌읍 태리
37.6269012,126.7437397,71,경기도 김포시 고촌읍 향산리
37.6446147,126.626553,2204,경기도 김포시 구래동
37.6391581,126.6414909,1787,경기도 김포시 마산동
37.6260866,126.7112369,1673,경기도 김포시 북변동
37.6191197,126.7260889,1403,경기도 김포시 사우동
37.659736,126.6294968,458,경기도 김포시 양촌읍 양곡리
37.6128089,126.6056539,237,경기도 김포시 양촌읍 학운리
37.6560971,126.6854007,3738,경기도 김포시 운양동
37.6433403,126.6706113,5487,경기도 김포시 장기동
37.6833332,126.6173872,112,경기도 김포시 통진읍 도사리
37.6866634,126.5942524,383,경기도 김포시 통진읍 마송리
37.7002158,126.5994946,31,경기도 김포시 통진읍 서암리
37.6062083,126.7223549,4998,경기도 김포시 풍무동
37.7143682,126.6454542,4,경기도 김포시 하성면 마곡리
37.6320351,127.2121565,820,경기도 남양주시 금곡동
37.613017,127.1602763,5117,경기도 남양주시 다산동
37.6662632,127.114499,1928,경기도 남양주시 별내동
37.704133,127.1092633,1437,경기도 남양주시 별내면 청학리
37.7023647,127.1978898,1291,경기도 남양주시 오남읍 양지리
37.6900868,127.21367,3379,경기도 남양주시 오남읍 오남리
37.5914038,127.2168206,3516,경기도 남양주시 와부읍 덕소리
37.5774537,127.2415895,1909,경기도 남양주시 와부읍 도곡리
37.6524829,127.1918171,14,경기도 남양주시 진건읍 사능리
37.6664726,127.1638453,70,경기도 남양주시 진건읍 신월리
37.6723895,127.1866326,1110,경기도 남양주시 진건읍 용정리
37.6480812,127.1628882,69,경기도 남양주시 진건읍 진관리
37.7182395,127.2157855,2205,경기도 남양주시 진접읍 금곡리
37.7073051,127.157983,267,경기도 남양주시 진접읍 내각리
37.7470548,127.1801856,696,경기도 남양주시 진접읍 부평리
37.6949863,127.1781428,87,경기도 남양주시 진접읍 연평리
37.727069,127.1791384,1917,경기도 남양주시 진접읍 장현리
37.7327301,127.2306471,251,경기도 남양주시 진접읍 진벌리
37.7515263,127.2352865,19,경기도 남양주시 진접읍 팔야리
37.653505,127.1432136,1608,경기도 남양주시 퇴계원읍 퇴계원리
37.6464135,127.2351856,3708,경기도 남양주시 평내동
37.663816,127.249515,3970,경기도 남양주시 호평동
37.6858478,127.2965148,86,경기도 남양주시 화도읍 가곡리
37.6439528,127.2807726,754,경기도 남양주시 화도읍 녹촌리
37.6577197,127.3111023,1331,경기도 남양주시 화도읍 마석우리
37.6649279,127.2833956,1508,경기도 남양주시 화도읍 묵현리
37.6535569,127.3319806,157,경기도 남양주시 화도읍 월산리
37.622311,127.3005366,214,경기도 남양주시 화도읍 차산리
37.6361196,127.3180716,1602,경기도 남양주시 화도읍 창현리
37.9056547,127.1001978,28,경기도 동두천시 광암동
37.9337963,127.0593197,189,경기도 동두천시 동두천동
37.9221105,127.0786131,38,경기도 동두천시 보산동
37.9091302,127.0314992,168,경기도 동두천시 상패동
37.9038472,127.0635744,1909,경기도 동두천시 생연동
37.8824095,127.0623735,778,경기도 동두천시 송내동
37.8898981,127.0646453,2705,경기도 동두천시 지행동
37.4810715,126.8121514,1895,경기도 부천시 소사구 괴안동
37.4725952,126.8169679,1498,경기도 부천시 소사구 범박동
37.4725952,126.8169679,2484,경기도 부천시 소사구 소사본동
37.4817716,126.7627935,2801,경기도 부천시 소사구 송내동
37.4725952,126.8169679,590,경기도 부천시 소사구 심곡본동
37.4725952,126.8169679,736,경기도 부천시 소사구 옥길동
37.5236441,126.806214,898,경기도 부천시 오정구 고강동
37.520399,126.7879048,103,경기도 부천시 오정구 내동
37.5304772,126.7837191,107,경기도 부천시 오정구 삼정동
37.5126288,126.7989122,343,경기도 부천시 오정구 여월동
37.5304772,126.7837191,918,경기도 부천시 오정구 오정동
37.5236441,126.806214,1696,경기도 부천시 오정구 원종동
37.5132173,126.8159342,102,경기도 부천시 오정구 작동
37.5133856,126.7853256,337,경기도 부천시 원미구 도당동
37.5064378,126.8030795,6922,경기도 부천시 원미구 상동
37.482755,126.795654,25,경기도 부천시 원미구 소사동
37.4891977,126.7809338,658,경기도 부천시 원미구 심곡동
37.5064378,126.8030795,891,경기도 부천시 원미구 약대동
37.4900699,126.8072735,1336,경기도 부천시 원미구 역곡동
37.4946942,126.7923787,441,경기도 부천시 원미구 원미동
37.486664,126.764474,9442,경기도 부천시 원미구 중동
37.5024511,126.8023557,204,경기도 부천시 원미구 춘의동
37.3437715,127.1194183,3019,경기도 성남시 분당구 구미동
37.361295,127.1017221,1613,경기도 성남시 분당구 금곡동
37.3695249,127.0652371,171,경기도 성남시 분당구 대장동
37.3858512,127.1093695,791,경기도 성남시 분당구 백현동
37.3688975,127.1446439,1060,경기도 성남시 분당구 분당동
37.4020622,127.1085595,1164,경기도 성남시 분당구 삼평동
37.3822656,127.1344396,2912,경기도 성남시 분당구 서현동
37.3727376,127.1228562,2333,경기도 성남시 분당구 수내동
37.4062703,127.144621,3416,경기도 성남시 분당구 야탑동
37.3931224,127.060037,993,경기도 성남시 분당구 운중동
37.3959818,127.1314337,2380,경기도 성남시 분당구 이매동
37.3644088,127.1154987,5312,경기도 성남시 분당구 정자동
37.3927828,127.0933378,1065,경기도 성남시 분당구 판교동
37.4301857,127.0881739,101,경기도 성남시 수정구 고등동
37.4549348,127.1572993,616,경기도 성남시 수정구 단대동
37.4566022,127.1528671,6,경기도 성남시 수정구 산성동
37.4369688,127.1286326,446,경기도 성남시 수정구 수진동
37.4468491,127.146461,1498,경기도 성남시 수정구 신흥동
37.4641736,127.1663343,107,경기도 성남시 수정구 양지동
37.4677724,127.1470056,1085,경기도 성남시 수정구 창곡동
37.4464819,127.1298796,650,경기도 성남시 수정구 태평동
37.4475095,127.167266,1307,경기도 성남시 중원구 금광동
37.413862,127.159181,549,경기도 성남시 중원구 도촌동
37.4398658,127.1779859,1078,경기도 성남시 중원구 상대원동
37.4313493,127.1327162,658,경기도 성남시 중원구 성남동
37.4206369,127.1307659,539,경기도 성남시 중원구 여수동
37.4602224,127.1742816,763,경기도 성남시 중원구 은행동
37.439486,127.1510064,620,경기도 성남시 중원구 중앙동
37.430128,127.1465044,868,경기도 성남시 중원구 하대원동
37.2478551,126.9820704,942,경기도 수원시 권선구 고색동
37.2383242,127.0311552,692,경기도 수원시 권선구 곡반정동
37.2806457,126.9704299,1259,경기도 수원시 권선구 구운동
37.2500118,127.0269081,6107,경기도 수원시 권선구 권선동
37.2741955,126.945457,2227,경기도 수원시 권선구 금곡동
37.2886388,126.9401574,976,경기도 수원시 권선구 당수동
37.26893,126.9801311,655,경기도 수원시 권선구 서둔동
37.2548487,127.0098163,911,경기도 수원시 권선구 세류동
37.2424896,126.9673561,742,경기도 수원시 권선구 오목천동
37.2901282,126.9483893,532,경기도 수원시 권선구 입북동
37.2663172,126.9740001,481,경기도 수원시 권선구 탑동
37.258628,126.9971373,115,경기도 수원시 권선구 평동
37.2624934,126.9530358,1612,경기도 수원시 권선구 호매실동
37.2402889,127.0520174,4258,경기도 수원시 영통구 망포동
37.2617247,127.0489392,6157,경기도 수원시 영통구 매탄동
37.2480605,127.0473001,235,경기도 수원시 영통구 신동
37.2550653,127.0723937,9647,경기도 수원시 영통구 영통동
37.2733333,127.0568746,2226,경기도 수원시 영통구 원천동
37.3012958,127.0476724,1834,경기도 수원시 영통구 이의동
37.2872409,127.0726566,740,경기도 수원시 영통구 하동
37.3038129,127.0040977,565,경기도 수원시 장안구 송죽동
37.2942099,127.0276072,377,경기도 수원시 장안구 연무동
37.2911904,127.0135717,183,경기도 수원시 장안구 영화동
37.3036884,126.9692318,1790,경기도 수원시 장안구 율전동
37.3186343,126.9781339,325,경기도 수원시 장안구 이목동
37.2976197,126.9925385,6873,경기도 수원시 장안구 정자동
37.3040211,127.015092,2223,경기도 수원시 장안구 조원동
37.2963537,126.9777293,2316,경기도 수원시 장안구 천천동
37.3160824,126.9881956,378,경기도 수원시 장안구 파장동
37.2743325,127.0041544,279,경기도 수원시 팔달구 고등동
37.2719632,127.0129689,43,경기도 수원시 팔달구 교동
37.2679542,127.0162122,505,경기도 수원시 팔달구 매교동
37.2674475,127.0008681,22,경기도 수원시 팔달구 매산로1가
37.2671136,127.005113,267,경기도 수원시 팔달구 매산로2가
37.2710914,127.0094894,60,경기도 수원시 팔달구 매산로3가
